,trade_dt,stcode,flag,pred_flag,prob,correct
0,2018-01-31,000537,-1.0,-1,0.24808636673597828,1
1,2018-01-31,000673,1.0,-1,0.24808636673597828,0
2,2018-01-31,000800,-1.0,-1,0.24808636673597828,1
3,2018-01-31,000961,0.0,-1,0.24808636673597828,0
4,2018-01-31,300027,0.0,-1,0.24808636673597828,0
5,2018-01-31,600446,0.0,-1,0.24808636673597828,0
6,2018-01-31,600460,1.0,-1,0.24808636673597828,0
7,2018-01-31,002616,-1.0,-1,0.24872108770175233,1
8,2018-01-31,300225,-1.0,-1,0.24872108770175233,1
9,2018-01-31,600909,0.0,-1,0.24872108770175233,0
10,2018-01-31,002174,1.0,-1,0.2701676252811584,0
11,2018-01-31,002356,-1.0,-1,0.2701676252811584,1
12,2018-01-31,300015,1.0,-1,0.2701676252811584,0
13,2018-01-31,600179,-1.0,-1,0.2701676252811584,1
14,2018-01-31,002081,-1.0,-1,0.2708384912882369,1
15,2018-01-31,300017,1.0,-1,0.2708384912882369,0
16,2018-01-31,300113,1.0,-1,0.2708384912882369,0
17,2018-01-31,300251,0.0,-1,0.2708384912882369,0
18,2018-01-31,300487,0.0,-1,0.2708384912882369,0
19,2018-01-31,600570,0.0,-1,0.2708384912882369,0
20,2018-01-31,601952,0.0,-1,0.2708384912882369,0
21,2018-01-31,600093,1.0,-1,0.28145483387358283,0
22,2018-01-31,600340,-1.0,-1,0.28145483387358283,1
23,2018-01-31,000983,-1.0,-1,0.2816329492001137,1
24,2018-01-31,002610,0.0,-1,0.2816329492001137,0
25,2018-01-31,300096,0.0,-1,0.2816329492001137,0
26,2018-01-31,300133,1.0,-1,0.2816329492001137,0
27,2018-01-31,300170,1.0,-1,0.2816329492001137,0
28,2018-01-31,300409,1.0,-1,0.2816329492001137,0
29,2018-01-31,300431,1.0,-1,0.2816329492001137,0
30,2018-01-31,600072,0.0,-1,0.2816329492001137,0
31,2018-01-31,600217,1.0,-1,0.2816329492001137,0
32,2018-01-31,600856,-1.0,-1,0.2816329492001137,1
33,2018-01-31,603108,0.0,-1,0.2816329492001137,0
34,2018-01-31,002353,0.0,-1,0.28232127220270153,0
35,2018-01-31,002428,0.0,-1,0.28232127220270153,0
36,2018-01-31,601933,-1.0,-1,0.28232127220270153,1
37,2018-01-31,000503,-1.0,-1,0.2892247402763657,1
38,2018-01-31,000504,0.0,-1,0.2892247402763657,0
39,2018-01-31,000507,-1.0,-1,0.2892247402763657,1
40,2018-01-31,000732,-1.0,-1,0.2892247402763657,1
41,2018-01-31,000735,0.0,-1,0.2892247402763657,0
42,2018-01-31,002118,0.0,-1,0.2892247402763657,0
43,2018-01-31,002229,1.0,-1,0.2892247402763657,0
44,2018-01-31,002422,1.0,-1,0.2892247402763657,0
45,2018-01-31,002506,1.0,-1,0.2892247402763657,0
46,2018-01-31,300413,1.0,-1,0.2892247402763657,0
47,2018-01-31,600740,1.0,-1,0.2892247402763657,0
48,2018-01-31,600797,0.0,-1,0.2892247402763657,0
49,2018-01-31,002797,-1.0,-1,0.2899241295075052,1
50,2018-01-31,600890,0.0,-1,0.2899241295075052,0
51,2018-01-31,603676,-1.0,-1,0.2899241295075052,1
52,2018-01-31,002856,-1.0,-1,0.29054415452981536,1
53,2018-01-31,300059,-1.0,-1,0.29054415452981536,1
54,2018-01-31,600107,1.0,-1,0.29054415452981536,0
55,2018-01-31,603779,-1.0,-1,0.29054415452981536,1
56,2018-01-31,300067,0.0,-1,0.29124542695563554,0
57,2018-01-31,000960,0.0,-1,0.29963356554673665,0
58,2018-01-31,002400,-1.0,-1,0.29963356554673665,1
59,2018-01-31,300158,0.0,-1,0.29963356554673665,0
60,2018-01-31,600138,0.0,-1,0.29963356554673665,0
61,2018-01-31,000729,0.0,-1,0.3003474889284622,0
62,2018-01-31,600823,-1.0,-1,0.3003474889284622,1
63,2018-01-31,601366,-1.0,-1,0.3003474889284622,1
64,2018-01-31,600643,1.0,-1,0.30530018356018973,0
65,2018-01-31,603877,1.0,-1,0.30530018356018973,0
66,2018-01-31,300003,1.0,-1,0.305486973566327,0
67,2018-01-31,300188,1.0,-1,0.305486973566327,0
68,2018-01-31,002027,1.0,-1,0.30602170908069487,0
69,2018-01-31,002714,-1.0,-1,0.30602170908069487,1
70,2018-01-31,601595,-1.0,-1,0.30602170908069487,1
71,2018-01-31,603131,-1.0,-1,0.30602170908069487,1
72,2018-01-31,603708,-1.0,-1,0.30602170908069487,1
73,2018-01-31,603898,0.0,-1,0.30602170908069487,0
74,2018-01-31,603989,1.0,-1,0.30602170908069487,0
75,2018-01-31,000426,0.0,-1,0.3062087459533122,0
76,2018-01-31,000681,1.0,-1,0.3062087459533122,0
77,2018-01-31,002038,0.0,-1,0.3062087459533122,0
78,2018-01-31,002127,1.0,-1,0.3062087459533122,0
79,2018-01-31,002614,1.0,-1,0.3062087459533122,0
80,2018-01-31,300009,0.0,-1,0.3062087459533122,0
81,2018-01-31,300364,1.0,-1,0.3062087459533122,0
82,2018-01-31,603180,1.0,-1,0.3062087459533122,0
83,2018-01-31,603801,1.0,-1,0.3062087459533122,0
84,2018-01-31,603900,0.0,-1,0.3062087459533122,0
85,2018-01-31,603993,1.0,-1,0.3062087459533122,0
86,2018-01-31,002183,0.0,-1,0.3127836838627851,0
87,2018-01-31,002302,1.0,-1,0.3127836838627851,0
88,2018-01-31,300085,1.0,-1,0.3127836838627851,0
89,2018-01-31,600196,1.0,-1,0.3127836838627851,0
90,2018-01-31,600604,0.0,-1,0.3127836838627851,0
91,2018-01-31,601015,0.0,-1,0.3127836838627851,0
92,2018-01-31,603233,1.0,-1,0.3127836838627851,0
93,2018-01-31,603501,1.0,-1,0.3127836838627851,0
94,2018-01-31,002236,1.0,-1,0.3134412174964388,0
95,2018-01-31,002327,1.0,-1,0.3134412174964388,0
96,2018-01-31,002373,1.0,-1,0.3134412174964388,0
97,2018-01-31,600258,1.0,-1,0.3134412174964388,0
98,2018-01-31,603885,1.0,-1,0.3134412174964388,0
99,2018-01-31,000560,0.0,-1,0.3135149137660875,0
100,2018-01-31,002192,1.0,-1,0.3135149137660875,0
101,2018-01-31,300496,1.0,-1,0.3135149137660875,0
102,2018-01-31,600171,1.0,-1,0.3135149137660875,0
103,2018-01-31,002447,1.0,-1,0.3141732818362518,0
104,2018-01-31,002879,-1.0,-1,0.3141732818362518,1
105,2018-01-31,300149,-1.0,-1,0.3141732818362518,1
106,2018-01-31,300418,1.0,-1,0.3141732818362518,0
107,2018-01-31,300420,-1.0,-1,0.31482217325705325,1
108,2018-01-31,300631,-1.0,-1,0.31482217325705325,1
109,2018-01-31,300571,1.0,-1,0.31555598049648576,0
110,2018-01-31,600009,1.0,-1,0.31555598049648576,0
111,2018-01-31,002584,1.0,-1,0.3182656607128655,0
112,2018-01-31,002639,0.0,-1,0.3182656607128655,0
113,2018-01-31,002650,-1.0,-1,0.3182656607128655,1
114,2018-01-31,002742,0.0,-1,0.3182656607128655,0
115,2018-01-31,300198,-1.0,-1,0.3182656607128655,1
116,2018-01-31,600185,-1.0,-1,0.3182656607128655,1
117,2018-01-31,600771,-1.0,-1,0.3182656607128655,1
118,2018-01-31,601611,-1.0,-1,0.3182656607128655,1
119,2018-01-31,603011,-1.0,-1,0.31900375738117315,1
120,2018-01-31,000042,0.0,-1,0.3192536450598877,0
121,2018-01-31,002493,1.0,-1,0.3192536450598877,0
122,2018-01-31,002668,1.0,-1,0.3192536450598877,0
123,2018-01-31,002745,-1.0,-1,0.3192536450598877,1
