,trade_dt,stcode,flag,pred_flag,prob,correct
0,2018-01-31,002856,-1.0,-1,0.22952744122284421,1
1,2018-01-31,300017,1.0,-1,0.23069597428331734,0
2,2018-01-31,600856,-1.0,-1,0.23615720081565827,1
3,2018-01-31,000503,-1.0,-1,0.24678891024585334,1
4,2018-01-31,600460,1.0,-1,0.25390305296869525,0
5,2018-01-31,603676,-1.0,-1,0.2569185828491432,1
6,2018-01-31,300413,1.0,-1,0.26027669939942477,0
7,2018-01-31,000800,-1.0,-1,0.2611159481096064,1
8,2018-01-31,600093,1.0,-1,0.2648385027757267,0
9,2018-01-31,300431,1.0,-1,0.26523018443104246,0
10,2018-01-31,300487,0.0,-1,0.26670459080985975,0
11,2018-01-31,000735,0.0,-1,0.26867762267746476,0
12,2018-01-31,002447,1.0,-1,0.27428722654573334,0
13,2018-01-31,000537,-1.0,-1,0.28343356305758044,1
14,2018-01-31,603180,1.0,-1,0.2845886263507106,0
15,2018-01-31,002742,0.0,-1,0.28743036334960365,0
16,2018-01-31,300027,0.0,-1,0.2930815597177319,0
17,2018-01-31,600740,1.0,-1,0.2931226679436096,0
18,2018-01-31,600890,0.0,-1,0.29497560494585967,0
19,2018-01-31,300058,1.0,-1,0.29534176103400456,0
20,2018-01-31,300059,-1.0,-1,0.29786476818057256,1
21,2018-01-31,002336,1.0,-1,0.3005167308267229,0
22,2018-01-31,000729,0.0,-1,0.30431737212836485,0
23,2018-01-31,603286,-1.0,-1,0.3076840597147234,1
24,2018-01-31,300113,1.0,-1,0.3082585937838337,0
25,2018-01-31,002863,1.0,-1,0.30841047835876656,0
26,2018-01-31,000615,-1.0,-1,0.30891414475397205,1
27,2018-01-31,600789,1.0,-1,0.3093273680906171,0
28,2018-01-31,002879,-1.0,-1,0.30934843357218805,1
29,2018-01-31,002797,-1.0,-1,0.309973711089421,1
30,2018-01-31,000935,-1.0,-1,0.31176610474443883,1
31,2018-01-31,002353,0.0,-1,0.311864565147803,0
32,2018-01-31,002584,1.0,-1,0.3141564138400017,0
33,2018-01-31,000673,1.0,-1,0.31490065608193535,0
34,2018-01-31,600868,1.0,-1,0.31552357091050665,0
35,2018-01-31,300251,0.0,-1,0.3158584269561513,0
36,2018-01-31,600621,-1.0,-1,0.3162466639247248,1
37,2018-01-31,300225,-1.0,-1,0.3166133251129045,1
38,2018-01-31,300554,1.0,-1,0.317043307308207,0
39,2018-01-31,300009,0.0,-1,0.3171689279002968,0
40,2018-01-31,600130,1.0,-1,0.3189696337606775,0
41,2018-01-31,300107,1.0,-1,0.3214747199387068,0
42,2018-01-31,600333,-1.0,-1,0.32241210506456636,1
43,2018-01-31,600771,-1.0,-1,0.3267082103824079,1
44,2018-01-31,600760,1.0,-1,0.3269655149204577,0
