trade_dt,close
2018-01-31,6.97
2018-02-28,6.36
2018-03-30,6.34
2018-04-27,5.64
2018-05-31,5.12
2018-06-29,4.31
2018-07-31,4.5
2018-08-31,3.76
2018-09-28,3.81
2018-10-31,3.59
2018-11-30,3.91
2018-12-28,3.64
2019-01-31,3.73
2019-02-28,4.51
2019-03-29,5.0
2019-04-30,4.52
2019-05-31,4.19
2019-06-28,4.24
2019-07-31,3.9
2019-08-30,3.81
2019-09-30,3.7
2019-10-31,3.65
2019-11-29,3.7
2019-12-31,3.84
